resource_type,resource_name,user_id,timestamp,metadata
realtime,Real-time Dashboard,tramtt2,2/5/2026 17:06,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,tramtt2,2/5/2026 17:05,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A52 - Naraka: Bladepoint,tramtt2,2/5/2026 17:05,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,thanglx,2/5/2026 16:55,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
game,A49 - Crossfire Legends-VN,thanglx,2/5/2026 16:55,"{""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
search,Cro,thanglx,2/5/2026 16:55,"{""device_type"": ""mobile"", ""source_item"": ""realtime""}"
tableau,Reporting,dungtt5,2/5/2026 16:49,"{""folder"": ""A928 - Rememento: White Shadow"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A928 - Rememento: White Shadow,dungtt5,2/5/2026 16:49,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,hongz,2/5/2026 16:46,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,vuvm2,2/5/2026 16:46,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,CS Performance,phuongbtn,2/5/2026 16:46,"{""folder"": ""Other Reports"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,hongz,2/5/2026 16:45,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,trieutq2,2/5/2026 16:45,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,trieutq2,2/5/2026 16:43,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,hainnd,2/5/2026 16:42,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,hainnd,2/5/2026 16:42,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
home,Game Dashboard,hainnd,2/5/2026 16:42,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,locth2,2/5/2026 16:41,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:40,"{""folder"": ""647 - Ballistic Hero VNG"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:40,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 16:40,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,kietlta,2/5/2026 16:38,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,hongz,2/5/2026 16:38,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:36,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
export,Export,thuongtd,2/5/2026 16:34,"{""device_type"": ""laptop"", ""source_item"": ""export""}"
realtime,Real-time Dashboard,hainnd,2/5/2026 16:30,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,hainnd,2/5/2026 16:30,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,hainnd,2/5/2026 16:30,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
game,"C06,C07 - Ballistar_TWID",hainnd,2/5/2026 16:29,"{""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
search,Bal,hainnd,2/5/2026 16:29,"{""device_type"": ""mobile"", ""source_item"": ""realtime""}"
realtime,Real-time Dashboard,hongz,2/5/2026 16:29,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,thuongtd,2/5/2026 16:29,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hainnd,2/5/2026 16:28,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:28,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:27,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:27,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:26,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 16:26,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hongz,2/5/2026 16:25,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,thuongtd,2/5/2026 16:24,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,thuongtd,2/5/2026 16:24,"{""folder"": ""A59 - Kiem Vu PV-Mobile"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,thuongtd,2/5/2026 16:24,"{""folder"": ""A59 - Kiem Vu PV-Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,hoangnk2,2/5/2026 16:24,"{""folder"": ""610 - Võ Lâm Truyền Kỳ MAX"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,610 - Võ Lâm Truyền Kỳ MAX,hoangnk2,2/5/2026 16:24,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,hoangnk2,2/5/2026 16:24,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,thanglx,2/5/2026 16:22,"{""folder"": ""A70 - Nghịch Thuỷ Hàn"", ""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,thanglx,2/5/2026 16:22,"{""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
search,Ngh,thanglx,2/5/2026 16:22,"{""device_type"": ""mobile"", ""source_item"": ""realtime""}"
realtime,Real-time Dashboard,thanglx,2/5/2026 16:22,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,thanglx,2/5/2026 16:22,"{""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:22,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 16:21,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,cheng-kail,2/5/2026 16:21,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Operation,hoangnk2,2/5/2026 16:20,"{""folder"": ""610 - Võ Lâm Truyền Kỳ MAX"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,610 - Võ Lâm Truyền Kỳ MAX,hoangnk2,2/5/2026 16:20,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:19,"{""folder"": ""A86 - A90 Total Football"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 16:19,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 16:15,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,nhuanlh,2/5/2026 16:15,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 16:14,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,nhuanlh,2/5/2026 16:14,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 16:14,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,nhuanlh,2/5/2026 16:14,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,nhuanlh,2/5/2026 16:14,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,trungpn,2/5/2026 16:13,"{""folder"": ""A934 - Ghost Story-All"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A934 - Ghost Story-All,trungpn,2/5/2026 16:12,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,trungpn,2/5/2026 16:12,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 16:08,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:08,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 16:08,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 16:08,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,nhuanlh,2/5/2026 16:08,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:06,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:04,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 16:04,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,khoitn,2/5/2026 16:04,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 16:04,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,vyvhy,2/5/2026 15:58,"{""folder"": ""A68 - Phong Than Mobile-VN"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vyvhy,2/5/2026 15:58,"{""folder"": ""A86 - A90 Total Football"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vyvhy,2/5/2026 15:57,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vyvhy,2/5/2026 15:56,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vyvhy,2/5/2026 15:56,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,vyvhy,2/5/2026 15:55,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,antt4,2/5/2026 15:54,"{""folder"": ""661 - Play Together"", ""device_type"": ""tablet"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:54,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
game,"C06,C07 - Ballistar_TWID",ninhmv,2/5/2026 15:54,"{""device_type"": ""mobile"", ""source_item"": ""all_dashboard""}"
search,Bal,ninhmv,2/5/2026 15:54,"{""device_type"": ""mobile"", ""source_item"": ""realtime""}"
realtime,Real-time Dashboard,antt4,2/5/2026 15:54,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,antt4,2/5/2026 15:54,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:54,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:53,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:53,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,antt4,2/5/2026 15:53,"{""folder"": ""661 - Play Together"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,antt4,2/5/2026 15:53,"{""folder"": ""661 - Play Together"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:52,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:52,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:51,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,ninhmv,2/5/2026 15:50,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,locth2,2/5/2026 15:49,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,vyvhy,2/5/2026 15:48,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,vyvhy,2/5/2026 15:48,"{""device_type"": ""mobile"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 15:48,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 15:48,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""mobile"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,nhuanlh,2/5/2026 15:48,"{""folder"": ""AA15 - Dream and Lethe Record All"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,nhuanlh,2/5/2026 15:47,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,maihxc,2/5/2026 15:46,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,anhpvh,2/5/2026 15:43,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,tinhvt,2/5/2026 15:41,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,tuanqg,2/5/2026 15:37,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,tuanqg,2/5/2026 15:37,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,baont5,2/5/2026 15:34,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A49 - Crossfire Legends-VN,baont5,2/5/2026 15:34,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,baont5,2/5/2026 15:33,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,lannt3,2/5/2026 15:31,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,lannt3,2/5/2026 15:31,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,lannt3,2/5/2026 15:31,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,lannt3,2/5/2026 15:31,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,lannt3,2/5/2026 15:31,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,lannt3,2/5/2026 15:30,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,lannt3,2/5/2026 15:30,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Operation,trinm3,2/5/2026 15:26,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A49 - Crossfire Legends-VN,trinm3,2/5/2026 15:26,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
search,cros,trinm3,2/5/2026 15:26,"{""device_type"": ""laptop"", ""source_item"": ""tableau""}"
realtime,Real-time Dashboard,phuonghnn,2/5/2026 15:26,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A52 - Naraka: Bladepoint,phuonghnn,2/5/2026 15:26,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,phuonghnn,2/5/2026 15:26,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Operation,trinm3,2/5/2026 15:24,"{""folder"": ""A70 - Nghịch Thuỷ Hàn"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,trinm3,2/5/2026 15:24,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,trinm3,2/5/2026 15:24,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,trangpnt,2/5/2026 15:22,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,zey,2/5/2026 15:22,"{""folder"": ""946 - MU Angel War"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,946 - MU Angel War,zey,2/5/2026 15:22,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,zey,2/5/2026 15:22,"{""folder"": ""946 - MU Angel War"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,ruixiangf,2/5/2026 15:21,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,santc,2/5/2026 15:21,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,santc,2/5/2026 15:21,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,zey,2/5/2026 15:21,"{""folder"": ""946 - MU Angel War"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A52 - Naraka: Bladepoint,santc,2/5/2026 15:21,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,946 - MU Angel War,zey,2/5/2026 15:21,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,zey,2/5/2026 15:20,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,phuocnc,2/5/2026 15:18,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A49 - Crossfire Legends-VN,phuocnc,2/5/2026 15:18,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
tableau,Reporting,tuanqg,2/5/2026 15:16,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,AA22: Lineage 2 Mobile,tuanqg,2/5/2026 15:16,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,tuanqg,2/5/2026 15:16,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,tuanqg,2/5/2026 15:15,"{""folder"": ""AA22: Lineage 2 Mobile"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,zey,2/5/2026 15:14,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,de-linc,2/5/2026 15:14,"{""folder"": ""A664 - Metal Slug"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A664 - Metal Slug,de-linc,2/5/2026 15:14,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,de-linc,2/5/2026 15:14,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,phuocnc,2/5/2026 15:11,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,phuocnc,2/5/2026 15:11,"{""folder"": ""A928 - Rememento: White Shadow"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
tableau,Reporting,ruixiangf,2/5/2026 15:06,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,"C06,C07 - Ballistar_TWID",ruixiangf,2/5/2026 15:06,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,chih-yens,2/5/2026 15:06,"{""folder"": ""A14 - The Play of Genesis"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,chih-yens,2/5/2026 15:06,"{""folder"": ""A14 - The Play of Genesis"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
game,A70 - Nghịch Thuỷ Hàn,huawj,2/5/2026 15:06,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,chih-yens,2/5/2026 15:06,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,hongz,2/5/2026 15:02,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,datnb,2/5/2026 14:59,"{""folder"": ""A49 - Crossfire Legends-VN"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,datnb,2/5/2026 14:59,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
realtime,Real-time Dashboard,datnb,2/5/2026 14:57,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
home,Game Dashboard,datnb,2/5/2026 14:57,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,quinn,2/5/2026 14:49,"{""folder"": ""A486 - Thiên Dụ (Revelation)"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A486 - Thiên Dụ (Revelation),quinn,2/5/2026 14:49,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,quinn,2/5/2026 14:49,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,trieutq2,2/5/2026 14:49,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
home,Game Dashboard,antt4,2/5/2026 14:49,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
realtime,Real-time Dashboard,hanhlb,2/5/2026 14:47,"{""folder"": ""A52 - Naraka: Bladepoint"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,A52 - Naraka: Bladepoint,hanhlb,2/5/2026 14:47,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,661 - Play Together,khoitn,2/5/2026 14:44,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 14:43,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,661 - Play Together,khoitn,2/5/2026 14:43,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 14:42,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
game,661 - Play Together,khoitn,2/5/2026 14:41,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
home,Game Dashboard,khoitn,2/5/2026 14:41,"{""device_type"": ""laptop"", ""source_item"": ""home""}"
tableau,Reporting,chih-yens,2/5/2026 14:39,"{""folder"": ""A14 - The Play of Genesis"", ""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
game,661 - Play Together,khoitn,2/5/2026 14:38,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
realtime,Real-time Dashboard,hainnd,2/5/2026 14:34,"{""folder"": ""C06,C07 - Ballistar_TWID"", ""device_type"": ""laptop"", ""source_item"": ""realtime_dashboard""}"
game,A52 - Naraka: Bladepoint,tramtt2,2/5/2026 14:34,"{""device_type"": ""laptop"", ""source_item"": ""all_dashboard""}"
